url,type,label,url_length,domain_length,path_length,num_dots,num_slashes,num_digits,num_special_chars,num_subdomains,has_https,has_ip,has_at_symbol,has_double_slash,query_length,num_query_params
videosurf.com/the-paul-lynde-halloween-special-257719,benign,0,53,13,40,1,1,6,0,0,0,0,0,0,0,0
facebook.com/bejeweledblitz?sk=wall,benign,0,35,12,15,1,1,0,2,0,0,0,0,0,7,1
fuzzster.com/r/show/se/9757133.html?NOFOR=true,benign,0,46,12,23,2,4,7,2,0,0,0,0,0,10,1
roadrunnerrecords.com/blabbermouth.net/news.aspx?mode=Article&newsitemID=24477,benign,0,78,21,27,3,2,5,4,0,0,0,0,0,29,2
ca.answers.yahoo.com/question/index?qid=20080304173101AAE4tBg,benign,0,61,20,15,3,2,15,2,2,0,0,0,0,25,1
blog.visitrenotahoe.com/archives/2005/11/a_visit_to_the.html,benign,0,60,23,37,3,4,6,3,1,0,0,0,0,0,0
websenti.u707.jussieu.fr/sentiweb/?rub=37,benign,0,41,24,10,3,2,5,2,2,0,0,0,0,6,1
http://www.autoretro.it/scioneri.htm,defacement,1,36,16,13,3,3,0,0,1,0,0,0,0,0,0
videosurf.com/gary-pettis-135053,benign,0,32,13,19,1,1,6,0,0,0,0,0,0,0,0
http://hdfcbank.com/personal/ways-to-bank/bank-with-your-phone/mobilebanking-app-for-android,benign,0,92,12,73,1,6,0,0,0,0,0,0,0,0,0
pensburgh.com/2010/4/8/1410390/the-final-regular-season-game-at,benign,0,63,13,50,1,5,13,0,0,0,0,0,0,0,0
sofiaecho.com/article/stefan-danailov-to-play-in-pygmalion-at-the-national-theatre/id_26560/catid_70,benign,0,100,13,87,1,4,7,2,0,0,0,0,0,0,0
http://bollucatml.k12.tr/index.php?view=article&catid=74:yoenver&id=174:yonver&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=2,defacement,1,150,17,10,3,3,9,19,1,0,0,0,0,115,9
http://koronazrt.hu/index.php/hu/ruhazati-uzleteink.html,defacement,1,56,12,37,3,5,0,0,0,0,0,0,0,0,0
http://www.englandfencing.co.uk/index.php?option=com_content&view=article&id=366:coaching-courses-in-hertfordshire-and-nottingham&catid=51:coaching-courses&Itemid=96,defacement,1,165,24,10,4,3,7,11,2,0,0,0,0,123,5
torontoit.info,phishing,2,14,14,0,1,0,0,0,0,0,0,0,0,0,0
http://9779.info/%E5%85%B3%E4%BA%8E%E6%85%88%E7%88%B1%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,3,81,9,65,1,4,29,21,0,0,0,0,0,0,0
litigation-essentials.lexisnexis.com/webcd/app?action=DocumentDisplay&crawlid=1&doctype=cite&docid=52+Syracuse+L.+Rev.+1065&srctype=smi&srcid=3B15&key=bd02adbf36ad19eabc03c694ddde1750,benign,0,183,36,10,4,2,25,14,1,0,0,0,0,136,7
soccertimes.com/ncaa/all-american/2005/women.htm,benign,0,48,15,33,2,4,4,0,0,0,0,0,0,0,0
abacci.com/wikipedia/mobileindex.php?let=BUR,benign,0,44,10,26,2,2,0,2,0,0,0,0,0,7,1
thefullwiki.org/Colleen_Dewhurst,benign,0,32,15,17,1,1,0,1,0,0,0,0,0,0,0
cylex.ca/company/transcontinental-weeklies-12614708.html,benign,0,56,8,48,2,2,8,0,0,0,0,0,0,0,0
city-data.com/city/Williston-North-Dakota.html,benign,0,46,13,33,2,2,0,0,0,0,0,0,0,0,0
http://kenh14.vn/kham-pha/tai-hien-nhung-phan-ung-hoa-hoc-trong-sach-qua-chum-anh-dong-chan-thuc-20150303014533986.chn,benign,0,118,9,102,2,4,19,0,0,0,0,0,0,0,0
http://www.elektro-vozila.si/katalog-vozil/hibridi-3,defacement,1,52,21,24,2,4,1,0,1,0,0,0,0,0,0
tv.com/people/kyle-switzer/,benign,0,27,6,21,1,3,0,0,0,0,0,0,0,0,0
ca.linkedin.com/pub/pierre-cossette/19/847/936,benign,0,46,15,31,2,5,8,0,1,0,0,0,0,0,0
http://olx.co.id/riau/q-%7Bq%7D/?utm_source=google&utm_medium=search&utm_campaign=search_organic,benign,0,96,9,16,2,5,2,12,1,0,0,0,0,63,3
baranstoll.com/profile.html,benign,0,27,14,13,2,1,0,0,0,0,0,0,0,0,0
mahalo.com/joel-anthony/,benign,0,24,10,14,1,2,0,0,0,0,0,0,0,0,0
http://santandr.suupernet.com/Santander1/NuevaVersion/,phishing,2,54,22,25,2,5,1,0,1,0,0,0,0,0,0
dreamersandbelievers.com.au,phishing,2,27,27,0,2,0,0,0,1,0,0,0,0,0,0
cwconsultores.cnt.br,phishing,2,20,20,0,2,0,0,0,1,0,0,0,0,0,0
http://www.horizonte-hospizverein.de/index.php?option=com_user&view=remind&Itemid=127,defacement,1,85,29,10,3,3,3,7,1,0,0,0,0,38,3
reunion.com/qc/montreal/ecole+sec+honore+mercier/,benign,0,49,11,38,1,4,0,0,0,0,0,0,0,0,0
amazon.com/phrase/Rachelle-Lefevre,benign,0,34,10,24,1,2,0,0,0,0,0,0,0,0,0
http://zeitfeist.de/youtube/136-terror.html,defacement,1,43,12,24,2,4,3,0,0,0,0,0,0,0,0
http://kienthuc.net.vn/tin-tuc/nu-thu-khoa-mo-coi-xinh-xan-va-bai-phat-bieu-xuc-dong-487276.html,benign,0,96,15,74,3,4,6,0,1,0,0,0,0,0,0
csis.org/multimedia/audio-interview-thomas-oreilly,benign,0,50,8,42,1,2,0,0,0,0,0,0,0,0,0
sharkspage.com/2009_01_01_archive.html,benign,0,38,14,24,2,1,8,3,0,0,0,0,0,0,0
http://www.olab.se/sejeal.jpg,defacement,1,29,11,11,3,3,0,0,1,0,0,0,0,0,0
adambrown.org/,benign,0,14,13,1,1,1,0,0,0,0,0,0,0,0,0
pilard2017.fr,phishing,2,13,13,0,1,0,4,0,0,0,0,0,0,0,0
whosdatedwho.com/tpx_4821378/lisa-gay-hamilton-and-robin-kelley/,benign,0,64,16,48,1,3,7,1,0,0,0,0,0,0,0
hwiki.fzk.de/wiki/index.php/United_States,benign,0,41,12,29,3,3,0,1,1,0,0,0,0,0,0
linkedin.com/pub/dir/Chris/Makepeace/,benign,0,37,12,25,1,5,0,0,0,0,0,0,0,0,0
http://www.chleb.info.pl/moje-chleby-receptury/pieczywo-na-zakwasie.1,defacement,1,69,17,45,4,4,1,0,2,0,0,0,0,0,0
derkeiler.com/Mailing-Lists/securityfocus/security-basics/2007-07/,benign,0,66,13,53,1,5,6,0,0,0,0,0,0,0,0
route66news.com/campgrounds/,benign,0,28,15,13,1,2,2,0,0,0,0,0,0,0,0
http://www.verrijzenisgemeenschap.nl/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy52ZXJyaWp6ZW5pc2dlbWVlbnNjaGFwLm5sL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTUyOnp,defacement,1,200,29,10,3,3,20,7,1,0,0,0,0,153,3
http://www.toriyama-k.jp/web-links/39-2009-05-25-15-38-45/15-2010-12-25-05-07-38.html,defacement,1,85,17,61,3,5,32,0,1,0,0,0,0,0,0
vincennestractor.com/,benign,0,21,20,1,1,1,0,0,0,0,0,0,0,0,0
http://www.avila.com.br/drp/secure/Dropbox/dropbox/,phishing,2,51,16,28,3,7,0,0,2,0,0,0,0,0,0
mo-directory.hometownlocator.com/kansas+city+missouri+public+school+district+business+and+finance+f.9.114570132p.home.html,benign,0,122,32,90,6,1,10,0,1,0,0,0,0,0,0
americanclassicars.com/pontiac-gto/,benign,0,35,22,13,1,2,0,0,0,0,0,0,0,0,0
http://www.youxiji114.com/js/?https://secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;kcwexhfamp;ssl=0&amp;dest,phishing,2,120,18,4,5,8,4,7,1,0,0,0,1,90,3
w3lls-fargofargo.000webhostapp.com,phishing,2,34,34,0,2,0,4,0,1,0,0,0,0,0,0
fuoriskema.it,phishing,2,13,13,0,1,0,0,0,0,0,0,0,0,0,0
phyllisdilleralameda.blogspot.com/,benign,0,34,33,1,2,1,0,0,1,0,0,0,0,0,0
search.4shared.com/q/50/hey%20say%20jump,benign,0,40,18,22,2,3,7,2,1,0,0,0,0,0,0
http://www.easy-process.de/de/ep-in-der-cloud/19-impressum.html,defacement,1,63,19,37,3,5,2,0,1,0,0,0,0,0,0
http://pastehtml.com/view/b9xaugqjm.html,phishing,2,40,13,20,2,4,1,0,0,0,0,0,0,0,0
motors.shop.ebay.com/Cars-Trucks-/6001/i.html?Make=Chevrolet&Model=El%2520Camino&_myi=1972%2C1971%2C1970%2C1969%2C1968%2C1967%2C1966%2C1965%2C1964,benign,0,146,20,25,4,3,52,16,2,0,0,0,0,100,3
http://www.nabu-gaildorf.de/index.php?option=com_jevents&Itemid=71&catids=35|32|36|34|33,defacement,1,88,20,10,3,3,12,7,1,0,0,0,0,50,3
http://grasslandhotel.com.vn/index.php/tours/danangtours/items/fbtrack.js,malware,3,73,21,45,4,7,0,0,1,0,0,0,0,0,0
http://nguyentandung.org/xon-xao-buc-anh-bat-huong-boc-chay-hinh-phuong-hoang-lua.html,benign,0,86,17,62,2,3,0,0,0,0,0,0,0,0,0
http://www.minhasgerais.com/index.php?option=com_content&view=article&id=3:vesperata&catid=2:destaques,defacement,1,102,20,10,3,3,2,9,1,0,0,0,0,64,4
http://rs.qqgo.asia/m=weblogin/index.htm,phishing,2,40,12,21,3,4,0,1,1,0,0,0,0,0,0
wvhooligan.com/2011/10/24/12369/2011-expansion-draft-list-toronto-fc/,benign,0,69,14,55,1,6,17,0,0,0,0,0,0,0,0
http://www.gonzalespd.org/index.php?option=com_jcalpro&Itemid=43&extmode=day&date=2013-02-07,defacement,1,92,18,10,3,3,10,9,1,0,0,0,0,56,4
isohunt.com/torrents/WCW,benign,0,24,11,13,1,2,0,0,0,0,0,0,0,0,0
tripwiser.com/trip_destination-Quebec_Canada?itiNodeId=8ad198fc0cbeb4e4010cbece6e3a0f27&eType=site,benign,0,98,13,31,1,1,15,6,0,0,0,0,0,53,2
http://www.werderfan-fahrten.de/index.php?option=com_phocagallery&view=detail&catid=4:saison-1011-hinrunde&id=41:dortmund-werder-2010-11-f7&tmpl=component&Itemid=63,defacement,1,164,24,10,3,3,16,13,1,0,0,0,0,122,6
sop.inria.fr/mascotte/Publications/,benign,0,35,12,23,2,3,0,0,1,0,0,0,0,0,0
http://www.z-mobility.eu/fahrzeugflotte/66-fahrzeugflotte/120-limousine.html,defacement,1,76,17,52,3,5,5,0,1,0,0,0,0,0,0
http://www.oratoriosanfelipeneri.com.mx/index.html,defacement,1,50,32,11,4,3,0,0,2,0,0,0,0,0,0
123people.co.uk/s/mike+duxbury,benign,0,30,15,15,2,2,3,0,1,0,0,0,0,0,0
international.concordia.ca/,benign,0,27,26,1,2,1,0,0,1,0,0,0,0,0,0
allmusic.com/artist/bonnie-raitt-p5222,benign,0,38,12,26,1,2,4,0,0,0,0,0,0,0,0
http://www.lenek.no/index.php?view=article&catid=1:startside&id=7:fingermat&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=6,defacement,1,147,12,10,3,3,4,19,1,0,0,0,0,117,9
en.wikipedia.org/wiki/Binnie,benign,0,28,16,12,2,2,0,0,1,0,0,0,0,0,0
suporteidevice10.com,phishing,2,20,20,0,1,0,2,0,0,0,0,0,0,0,0
flatscreentvstands.biz/vizio-vf552xvt-55-inch-class-xvt-series-truled-240hz-sps-led-lcd-vizio-internet-apps-hdtv/,benign,0,113,22,91,1,2,8,0,0,0,0,0,0,0,0
garybrucelaw.com/Attorneys/,benign,0,27,16,11,1,2,0,0,0,0,0,0,0,0,0
movies.nytimes.com/person/43117/Ronald-Long,benign,0,43,18,25,2,3,5,0,1,0,0,0,0,0,0
http://www.gruendungsberater-steuerberater.de/index.php?option=com_content&view=article&id=5&Itemid=5,defacement,1,101,38,10,3,3,2,9,1,0,0,0,0,45,4
hockeygoalies.org/bio/denis.html,benign,0,32,17,15,2,2,0,0,0,0,0,0,0,0,0
123people.ca/s/jim+bailey,benign,0,25,12,13,1,2,3,0,0,0,0,0,0,0,0
tatv-productions.com/,benign,0,21,20,1,1,1,0,0,0,0,0,0,0,0,0
spokeo.com/Ching+Wang,benign,0,21,10,11,1,1,0,0,0,0,0,0,0,0,0
lyricsmode.com/lyrics/h/humanifesto/make_it_stop.html,benign,0,53,14,39,2,4,0,2,0,0,0,0,0,0,0
whosdatedwho.com/tpx_455/cary-elwes/,benign,0,36,16,20,1,3,3,1,0,0,0,0,0,0,0
amazon.com/LEncyclopedie-Cuisine-French-Jehane-Benoit/dp/2761306643,benign,0,67,10,57,1,3,10,0,0,0,0,0,0,0,0
imdb.com/name/nm0159198/,benign,0,24,8,16,1,3,7,0,0,0,0,0,0,0,0
en.wikipedia.org/wiki/1995_Urawa_Red_Diamonds_season,benign,0,52,16,36,2,2,4,4,1,0,0,0,0,0,0
youtube.com/watch?v=ZCXAB_NG4Zo,benign,0,31,11,6,1,1,1,3,0,0,0,0,0,13,1
thereformation.co.nz/,benign,0,21,20,1,2,1,0,0,1,0,0,0,0,0,0
clevelandorchestra.com/about/education/community.aspx,benign,0,53,22,31,2,3,0,0,0,0,0,0,0,0,0
law.utoronto.ca/faculty_content.asp?profile=9&perpage=40&cType=facMembers&itemPath=1/3/4/0/0,benign,0,92,15,20,3,5,8,9,1,0,0,0,0,56,4
acronyms.thefreedictionary.com/College+Housing+and+Academic+Facilities+Loans,benign,0,76,30,46,2,1,0,0,1,0,0,0,0,0,0
flagfootball.org/SiteUnitedStatesIndex.htm,benign,0,42,16,26,2,1,0,0,0,0,0,0,0,0,0
morgancollins.com/,benign,0,18,17,1,1,1,0,0,0,0,0,0,0,0,0
citizendia.org/2000_Summer_Olympics,benign,0,35,14,21,1,1,4,2,0,0,0,0,0,0,0
pesstatsdb.freeforums.org/ariel-graziani-1996-2000-t3607.html,benign,0,61,25,36,3,1,12,0,1,0,0,0,0,0,0
construcad.com.ve,phishing,2,17,17,0,2,0,0,0,1,0,0,0,0,0,0
worldnavalships.com/forums/showthread.php?t=6734,benign,0,48,19,22,2,2,4,2,0,0,0,0,0,6,1
securelogin.paypal.it.webapps.mpp.home.autenticazione.rqpzrmup7txbcf9eywnz56pwr387jfy2vdrcpbsmvqnxll3jyfysbdfs7cpg.jafinafara.for-our.info,phishing,2,138,138,0,10,0,10,0,9,0,0,0,0,0,0
wn.com/Pearson_International_Airport,benign,0,36,6,30,1,1,0,2,0,0,0,0,0,0,0
http://wandern-in-griechenland.de/fotogalerie/dodekanes/dodekanes-76,defacement,1,68,26,35,1,5,2,0,0,0,0,0,0,0,0
http://www.in3h.com/panel-my-account-configeration-all-limited/panel-my-account-configeration-all-limited/nirvana.php?cmd=_login-run&amp;dispatch=c69d8cfe7d649b9c189a67404a994326c69d8cfe7d649b9c189a67,phishing,2,200,12,98,3,5,36,5,1,0,0,0,0,82,2
easymusicdownload.com/downloads/Beautiful+Creatures,benign,0,51,21,30,1,2,0,0,0,0,0,0,0,0,0
anthonysfilmreview.com/Film/T/Talk_to_Me.htm,benign,0,44,22,22,2,3,0,2,0,0,0,0,0,0,0
predators-tickets.com/,benign,0,22,21,1,1,1,0,0,0,0,0,0,0,0,0
support-info.pe.hu,phishing,2,18,18,0,2,0,0,0,1,0,0,0,0,0,0
en.wikipedia.org/wiki/Brabazon,benign,0,30,16,14,2,2,0,0,1,0,0,0,0,0,0
hannibal.net/blogs/x574914218/Diamond-Dirt-Beckley-search-progressed-continues,benign,0,78,12,66,1,3,9,0,0,0,0,0,0,0,0
http://www.schuetzenverein-beelen.de/index.php?option=com_content&view=article&id=49&Itemid=34,defacement,1,94,29,10,3,3,4,9,1,0,0,0,0,47,4
tv.com/shows/the-wayans-bros/episodes/,benign,0,38,6,32,1,4,0,0,0,0,0,0,0,0,0
http://www.e-komotini.gr/index.php?option=com_mtree&task=listcats&cat_id=86&Itemid=1,defacement,1,84,17,10,3,3,3,10,1,0,0,0,0,49,4
buffalo.craigslist.org/atq/2671698722.html,benign,0,42,22,20,3,2,10,0,1,0,0,0,0,0,0
http://www.aquamarinadivingtenerife.com/en/guest-book/540-03-april-dave.html,defacement,1,76,32,37,3,5,5,0,1,0,0,0,0,0,0
ebay.com/ctg/Classic-Modeling-Models-Films-1930s-1940s-1950s-Fashion-Lingerie-Swimsuit-Bikinis-Model-Films-w-/60119303,benign,0,118,8,110,1,3,20,0,0,0,0,0,0,0,0
mcgill.ca/alumni/,benign,0,17,9,8,1,2,0,0,0,0,0,0,0,0,0
zoominfo.com/people_directory/professional_profile/M-2-123011,benign,0,61,12,49,1,3,7,2,0,0,0,0,0,0,0
mylife.com/louisenaomiharel,benign,0,27,10,17,1,1,0,0,0,0,0,0,0,0,0
redtube.com/25366,benign,0,17,11,6,1,1,5,0,0,0,0,0,0,0,0
ilike.com/artist/Big+Scoob/track/D-Boy,benign,0,38,9,29,1,4,0,0,0,0,0,0,0,0,0
bcdb.com/cartoon/107731-Underfist_Halloween_Bash.html,benign,0,53,8,45,2,2,6,2,0,0,0,0,0,0,0
ahca.myflorida.com/,benign,0,19,18,1,2,1,0,0,1,0,0,0,0,0,0
duckduckgo.com/1/c/Performers_of_Christian_music,benign,0,48,14,34,1,3,1,3,0,0,0,0,0,0,0
http://programsolutionsgroup.com/components/com_portfolio/includes/phpthumb/phpThumb.php?w=700&h=450&src=..%2F..%2F..%2F..%2Fimages%2Fstories%2Fportfolio%2Fitem_original%2F3_1261613594.jpg,defacement,1,188,25,56,11,7,25,17,0,0,0,0,0,99,3
snre.umich.edu/node/5390,benign,0,24,14,10,2,2,4,0,1,0,0,0,0,0,0
manta.com/c/mttghs9/killer-whale-holdings-llc,benign,0,45,9,36,1,3,1,0,0,0,0,0,0,0,0
oursportscentral.com/services/releases/?id=4130980,benign,0,50,20,19,1,3,7,2,0,0,0,0,0,10,1
http://www.holtemidtpunkt.dk/index.php?option=com_content&view=article&id=55&Itemid=136,defacement,1,87,21,10,3,3,5,9,1,0,0,0,0,48,4
en.wikipedia.org/wiki/Scott_Garland,benign,0,35,16,19,2,2,0,1,1,0,0,0,0,0,0
http://www.portaplus.pt/component/contact/12-portaplus/1-portaplus,defacement,1,66,16,43,2,6,3,0,1,0,0,0,0,0,0
http://web.de/magazine/sport/fussball/champions-league/fc-bayern-muenchen-fc-barcelona/fc-bayern-muenchen-fc-barcelona-mario-goetze-lionel-messi-30618192,benign,0,153,6,140,1,8,8,0,0,0,0,0,0,0,0
childrenstheatreplays.com/cin.htm,benign,0,33,25,8,2,1,0,0,0,0,0,0,0,0,0
http://www.masterhouse.es/index.php?option=com_properties&view=properties&task=showproperty&cyid=1:espana&sid=1:huelva&lid=1:aljaraque&cid=2:en-alquiler&tid=1:adosados&id=193:adosado-de-3dormitorios-e,defacement,1,200,18,10,3,3,9,19,1,0,0,0,0,164,9
http://www.the4fitz.com/westpac/Login/?h3&amp;app=wol&amp;referrer=http://www.westpac.com.au/HomepageAlternative/,phishing,2,113,16,15,5,9,2,5,1,0,0,0,1,74,3
http://babaci.fr/index.php?view=properties&id=2:maginfique-villa-de-plein-pied-a-cannes-californie2&option=com_jea&Itemid=2,defacement,1,123,9,10,2,3,3,9,0,0,0,0,0,96,4
cristoreykc.org/About/board.html,benign,0,32,15,17,2,2,0,0,0,0,0,0,0,0,0
gesmithmd.com/,benign,0,14,13,1,1,1,0,0,0,0,0,0,0,0,0
http://9779.info/%E5%85%AD%E4%B8%80%E5%84%BF%E7%AB%A5%E6%8B%BC%E8%B4%B4%E7%94%BB/,malware,3,81,9,65,1,4,24,21,0,0,0,0,0,0,0
ca.answers.yahoo.com/question/index?qid=20110904131902AA4P4CR,benign,0,61,20,15,3,2,16,2,2,0,0,0,0,25,1
associatedcontent.com/article/429513/best_and_worst_sushi_in_the_rockridge.html,benign,0,79,21,58,2,3,6,6,0,0,0,0,0,0,0
borealbirds.org/,benign,0,16,15,1,1,1,0,0,0,0,0,0,0,0,0
http://sourceforge.net/directory/add_facet_filter?facet=language&constraint=Visual+Basic+.NET,benign,0,93,15,27,2,4,0,6,0,0,0,0,0,43,2
linkedin.com/pub/edward-dumont/12/924/b3,benign,0,40,12,28,1,5,6,0,0,0,0,0,0,0,0
http://www.bbs1wob.de/neuigkeiten/12-aktuelles/25-schulfest-mit-vielen-aktionen-rund-um-das-motto-schule-ohne-rassismus-schule-mit-courage.html,defacement,1,143,14,122,3,5,5,0,1,0,0,0,0,0,0
http://www.gonzalespd.org/index.php?option=com_jcalpro&Itemid=41&extmode=day&date=2013-03-03,defacement,1,92,18,10,3,3,10,9,1,0,0,0,0,56,4
trn.trains.com/en/Railroad%20News/News%20Wire/2011/10/Nickel%20Plate%20765%20rebuilding%20anniversary%20marked.aspx,benign,0,115,14,101,3,6,23,7,1,0,0,0,0,0,0
http://3cf.ru/2015/07/21/hokkei-vladislav-tretiak-vydvinem-rotenberga-na-post-predsedatelia-pravleniia-fhr/,malware,3,107,6,94,1,7,9,0,0,0,0,0,0,0,0
http://fazenda.gov.br/banners-rodape/arquivos/processos-de-contas-anuais-1/rg_se_2007.pdf/view?searchterm=imposto,benign,0,113,14,73,3,7,5,4,1,0,0,0,0,18,1
facebook.com/people/Jun-Matsumoto/553652353,benign,0,43,12,31,1,3,9,0,0,0,0,0,0,0,0
zoominfo.com/people/Barbot_Oxiris_354146489.aspx,benign,0,48,12,36,2,2,9,2,0,0,0,0,0,0,0
gainsbourgfilm.com/,benign,0,19,18,1,1,1,0,0,0,0,0,0,0,0,0
yp.eastvalleytribune.com/mesa+az/butcher+shops.zq.html,benign,0,54,24,30,4,2,0,0,1,0,0,0,0,0,0
http://www.fagnaniebertagnoli.it/Table/Filtri/index.html,defacement,1,56,25,24,3,5,0,0,1,0,0,0,0,0,0
belpolitik.com/blog.php/476,benign,0,27,14,13,2,2,3,0,0,0,0,0,0,0,0
fanpop.com/spots/chuck/quiz/show/2487/what-country-actress-yvonne-strahovski-who-plays-sarah-walker-from,benign,0,104,10,94,1,6,4,0,0,0,0,0,0,0,0
en.wikipedia.org/wiki/So_You_Think_You_Can_Dance_Canada_(season_1),benign,0,66,16,50,2,2,1,8,1,0,0,0,0,0,0
http://www.africaonline.co.zw/index.php?option=com_content&view=article&id=46:consumer-solutions&catid=34:consumer-solutions&Itemid=34,defacement,1,134,22,10,4,3,6,11,2,0,0,0,0,94,5
http://www.papamusilisafaris.eu/component/products/index.html?productsTask=productsDetails&catid=2&productsId=11,defacement,1,112,24,30,3,5,3,6,1,0,0,0,0,50,3
danasease.blogspot.com/,benign,0,23,22,1,2,1,0,0,1,0,0,0,0,0,0
english.turkcebilgi.com/Thomas+Stewart,benign,0,38,23,15,2,1,0,0,1,0,0,0,0,0,0
shipparade.com/cruise%20reviews/costa_concordia/Costa_Concordia.htm,benign,0,67,14,53,2,3,2,3,0,0,0,0,0,0,0
irvin.psu.edu/,benign,0,14,13,1,2,1,0,0,1,0,0,0,0,0,0
uwgb.edu/wisfrench/library/bibliog.htm,benign,0,38,8,30,2,3,0,0,0,0,0,0,0,0,0
annistonstar.com/view/full_story/16535152/article-George-Smith---Looking-for-me--I%E2%80%99m-out-in-the-%E2%80%98barn%E2%80%99-?instance=home_news,benign,0,146,16,111,1,4,23,13,0,0,0,0,0,18,1
http://www.vmsdoorsolutions.nl/references.html,defacement,1,46,23,16,3,3,0,0,1,0,0,0,0,0,0
judgepedia.org/index.php/Francis_Van_Dusen,benign,0,42,14,28,2,2,0,2,0,0,0,0,0,0,0
http://opttoys24.ru/index.php?page=shop.product_details&category_id=43&flypage=flypage.tpl&product_id=837&option=com_virtuemart&Itemid=5,defacement,1,136,12,10,4,3,8,16,0,0,0,0,0,106,6
gametrailers.com/video/boar-boss-dark-souls/721627,benign,0,50,16,34,1,3,6,0,0,0,0,0,0,0,0
healthvermont.gov/apps/restaurant_scores/RestaurantScores.aspx,benign,0,62,17,45,2,3,0,1,0,0,0,0,0,0,0
http://otomoto.pl/oferta/hds-v-kran-37-do-drewna-chwytak-platforma-z-konicami-dzwig-do-lasu-cena-do-negocjacji-ID6y3Gvz.html,benign,0,124,10,107,2,4,4,0,0,0,0,0,0,0,0
blockbuster.com/browse/catalog/personDetails/198032,benign,0,51,15,36,1,4,6,0,0,0,0,0,0,0,0
en.wikipedia.org/wiki/Category:Populated_places_established_in_1881,benign,0,67,16,51,2,2,4,4,1,0,0,0,0,0,0
udecodocs.net,phishing,2,13,13,0,1,0,0,0,0,0,0,0,0,0,0
mirmetalla.by,phishing,2,13,13,0,1,0,0,0,0,0,0,0,0,0,0
screenwriter.com/scriptworld.html,benign,0,33,16,17,2,1,0,0,0,0,0,0,0,0,0
http://www.f17.info/index.php?option=com_content&view=article&id=47&Itemid=87,defacement,1,77,12,10,3,3,6,9,1,0,0,0,0,47,4
weather.com/life/ski/,benign,0,21,11,10,1,3,0,0,0,0,0,0,0,0,0
http://jetrack.net/Index.php/divine-products/sampurna-mahayantras.html,defacement,1,70,11,52,3,5,0,0,0,0,0,0,0,0,0
familypedia.wikia.com/wiki/Deaf_Smith_County%2C_Texas,benign,0,53,21,32,2,2,1,4,1,0,0,0,0,0,0
tonytomassi.com/,benign,0,16,15,1,1,1,0,0,0,0,0,0,0,0,0
ckuik.com/Jean_Leloup,benign,0,21,9,12,1,1,0,1,0,0,0,0,0,0,0
choreha.normblogs.com/,benign,0,22,21,1,2,1,0,0,1,0,0,0,0,0,0
en.wikipedia.org/wiki/Colorado_Avalanche,benign,0,40,16,24,2,2,0,1,1,0,0,0,0,0,0
samstephens.tripod.com/gould.html,benign,0,33,22,11,3,1,0,0,1,0,0,0,0,0,0
itunes.apple.com/us/album/libra-scale-deluxe-edition/id404059731,benign,0,64,16,48,2,4,9,0,1,0,0,0,0,0,0
torrentdeluxe.com/torrents/195273-ne-yo-libra-scale-cdrip-full-album-2010.html,benign,0,78,17,61,2,2,10,0,0,0,0,0,0,0,0
http://emgn.com/entertainment/what-was-intended-as-a-dirty-doodler-ended-up-being-much-much-better/,benign,0,99,8,84,1,5,0,0,0,0,0,0,0,0,0
reed.edu/faculty_pages.html,benign,0,27,8,19,2,1,0,1,0,0,0,0,0,0,0
http://www.versverwerktegroenten.nl/info-groenten/rode-biet.html,defacement,1,64,28,29,3,4,0,0,1,0,0,0,0,0,0
http://kenh14.vn/2-tek/nhung-dac-diem-dang-chu-y-nhat-tren-tung-phien-ban-android-20141027125833646.chn,benign,0,103,9,87,2,4,20,0,0,0,0,0,0,0,0
mcdanielathletics.com/sports/fball/history/captains,benign,0,51,21,30,1,4,0,0,0,0,0,0,0,0,0
http://www.sprintcar.ro/accesorii-vopsitorie/produse-pentru-mascare/104-huse.html,defacement,1,81,16,58,3,5,3,0,1,0,0,0,0,0,0
http://mashable.com/category/international-space-station/2014/01/01/iss-astronauts-earth-happy-new-year-space,benign,0,109,12,90,1,8,8,0,0,0,0,0,0,0,0
heavymetalmessenger.wordpress.com/2011/07/10/iron-maidens-all-female-maiden-tribute-interview-from-brazil-former-motorhead-guitarist-wurzel-dead-at-61-def-leppard-singers-father-passes-away/,benign,0,190,33,157,2,5,10,0,1,0,0,0,0,0,0
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify7.id8-eu.net/identify-customer=kywBlEv70hLsCfqcF5SRxUaWWDLD6ob4XTJ2xqhycnAX9kiMlQpGJ96lzjZYeoX4Qh3UiiDRiFK21jVroSZADhkZXyTg29HIMF78/,phishing,2,198,71,120,10,4,19,1,9,0,0,0,0,0,0
http://annviviskennel.net/index.html,defacement,1,36,18,11,2,3,0,0,0,0,0,0,0,0,0
http://www.planet-fitness.it/index.php?option=com_content&view=article&id=72&Itemid=41&vsig72_0=28,defacement,1,98,21,10,3,3,9,12,1,0,0,0,0,59,5
